id,release_date,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,age,genre,topic
131,1982,0.973360467,0.949845164,0.939460257,0.903551821,0.945476363,0.98401676,9.162952962,9.267802623,9.293849121,9.119664597,0.984922986,0.931950205,0.950449929,0.906311868,0.924981187,0.913315599,0.904604221,0.909530967,0.984338336,0.96022767,0.958878476,93.18551082,0.847743077,4,3
133,2019,0.000406494,0.504662609,0.077879662,0.002040607,0.014850297,0.000621224,0.146810403,0.8711917,0.460990119,0,0.043666228,0,0.080129476,0,0.044595327,0.001279857,0.303219922,0.737403391,0.025477032,0.065399133,0.039575439,68.25136423,0.014285714,3,6
136,2017,0.000789565,0.003251967,0.002073414,0.00272708,0.143470044,0.000819905,0.019660926,0.015353044,2.948454761,1.207567565,0.166884178,0.000749467,0,0.229322905,0,0.002420727,0.569641088,0.822232882,0.014807285,0.002386034,0.802606881,92.1571097,0.042857143,1,3
145,1964,0.18838557,0.002385216,0.003709545,0,0,0,0.003762863,0.015611898,0.0358676,3.490362883,8.82E-05,0,0.000861678,0.001707604,0.148221789,0.260525509,0.480428393,0.77767108,0.699813146,0.000321037,0.857199367,57.66992465,0.8,0,1
147,1979,0.001366013,0.146769964,0.364267679,0.07626972,0.00054551,0.004287117,0.002252416,0.002413071,0.008255978,0.854948503,0.252587224,0,0,0.000835818,0,0.001611648,0.738783499,0.57223863,0.004354592,0.002951812,0.404586054,69.48674416,0.585714286,3,7
151,1963,0.08977441,0.002905155,0.004663836,0,0.00160778,0,5.055948337,1.106331694,0.012006985,0.015387153,0,0,0.001067076,0.018687291,0.000178067,0,0.346372985,0.685457891,0.539834309,0,0.671932582,36.76916654,0.814285714,6,4
153,1993,0,0.001562022,0.070167061,0.002604891,0,0,0,0,7.005289845,0,0.127072338,0.048220614,0,0.002080492,0,0,0.900990959,0.651113785,0.092629998,0,0.371496111,44.96219791,0.385714286,4,3
156,1996,0.000550459,0.000726064,0.001713302,0.034866558,0.050874401,0.001605286,0,3.935627073,3.754341801,0.014057863,0.002409519,0.002878109,0.001718932,0.000920029,0.001238908,0.001343677,0.412479466,0.719234063,0.012185258,0.048624733,0.759162131,96.64752257,0.342857143,5,3
164,1959,0.004024344,0.005165011,0.309241523,0.002537723,0.002130453,0.14022548,3.325080079,0.029380314,0.027401766,0.023318106,0.001433065,0.002090494,0.001116071,0.002587211,0.002669975,0.023774502,0.496698123,0.524894004,0.799705696,0.000161366,0.506347886,24.42610797,0.871428571,4,4
167,2011,0.000852908,0.428316296,0.00291366,0.035199408,0.001825402,0.003618373,0,0.037366844,0.004312734,0.020947698,0.072187723,0.002263135,0.030865596,0.041668043,0.218583079,0.030705981,0.489304401,0.794961659,0.000438016,0.001103228,0.716370394,89.71299925,0.128571429,6,6
171,2004,0.000104894,0.001403976,0.071866042,0.398992756,0.001471512,0.00342198,0.01568798,1.82268446,0.01705341,0.180582422,0.0003762,0.120174249,0.000128643,0.002117576,0.000668274,0.002464904,0.792526727,0.790314008,0.004264957,0.215894763,0.937023748,71.66158733,0.228571429,4,2
178,1980,0.002276739,0.567867609,0.098811662,0.002883675,0.001608327,0.003515692,0.005516104,0.037986687,0.052888342,1.267156984,0.001153656,0.060042284,0.003174072,0.000396941,0.00268794,0,0.455693817,0.799312213,0.02096803,0.322486865,0.693243764,96.50746438,0.571428571,6,6
183,2011,0.00227321,0.001774021,0.006684404,0.002577865,0.14500445,0.005243496,0.513055271,0.030590923,3.703440412,0.025445988,0.004915845,0.001351847,0.003762961,0.17177564,0.00273106,0.00357823,0.243047545,0.815288746,0.016286642,0,0.55784268,76.61706123,0.128571429,6,3
184,1992,0,0.328400516,0.002037466,0.002155445,0.001839426,0.00302952,0.008804384,0.02452787,0.025746473,0.817607305,0.001155613,0.001820276,0.001847239,0.00080615,0.559467586,0.001417002,0.456036409,0.624699689,0.242501137,0.000301985,0.543571412,42.53096773,0.4,4,5
185,1999,0.001653669,0.002110285,0.159171602,0.1054918,0.001022599,0,3.215898783,0.027325434,0.005663224,2.043476984,0.001923499,0.085745436,0.000466868,0.00147551,0.057195448,0.018144975,0.806607846,0.600376358,0.162092692,0.000692242,0.455998608,42.59537512,0.3,3,4
187,2010,0,0,0.13430339,0.000492403,0.00142684,0.003704694,0.99762577,0.013427686,0,0.459395757,7.54E-05,0.32916257,0.00155731,6.52E-05,0.328880728,0.000521944,0.560319222,0.726254438,0.016917999,0.003953037,0.863920901,64.36935308,0.142857143,3,5
188,1979,0,0.461393,0.000766154,0.191441593,0.083952889,0.001825221,0.008706877,0.011191273,0.763081926,0.010468227,0.116989935,0,6.23E-05,0.002366193,0,0.020313355,0.325675377,0.773904476,0.553390415,3.69E-05,0.498480061,77.69071204,0.585714286,6,6
197,2008,0.095270303,0.002231455,0.374859525,0.023419437,0.00973927,0.002270539,0.011784748,0.015382941,2.657772485,0.006695836,0,0,0.001330521,0.0347563,0,0.00089,0.819554637,0.835850157,0.040270593,0,0.965914676,66.4764299,0.171428571,4,7
202,1985,0.000366831,0.000825004,0.002935011,0.314500683,0,0.00380729,1.060633929,0.541192728,0.000268624,0.009375247,0.001247898,0,0.002185085,0.123445524,0.262380054,0.062270309,0.561130727,0.521727259,0.203520323,0.001100421,0.462520198,28.93505138,0.5,6,2
206,1968,0.000693225,0.001919641,0.481787977,0.000894874,0,0.000846241,0.310684642,1.671758176,1.753310598,0.007481318,0.000687193,2.38E-05,0.002632141,0.000659057,0.113948031,0.000121944,0.594754463,0.528998851,0.18679476,0,0.467386891,44.30232489,0.742857143,0,7
212,1968,0,0.353101694,0.001942926,0.049069478,0.027487893,0.000881609,0.004057394,1.034448694,0.675391703,0.00240079,0,0,0.256232077,0.001829072,0,0.021345999,0.621416748,0.650370512,0.348351855,0.001501566,0.480336265,42.13090958,0.742857143,4,6
214,1969,0,0,0.064829091,0.000591819,0.122846562,0.002245873,0.009825236,0,3.699491272,0.026371026,0.282655255,0.034455073,0.002506082,0.029651546,0.051400008,0.000320679,0.584628804,0.561155272,0.479006934,0,0.760021696,53.98328711,0.728571429,0,3
217,2014,0.059900076,0,0.060749518,0.003274784,0.002567448,0.100579711,0.025071874,1.917723851,0,0.016535604,0.024743826,0.001188157,0.000708885,0.003043899,0.543484228,0.000731679,0.737335572,0.69793077,0.148169217,0.000663369,0.405759556,53.89703415,0.085714286,3,5
219,1978,0.023467041,0.030401417,0.032470378,0.023658155,0.023111246,0.026126927,0.20517113,0.285662581,0.216556723,5.400565289,0.027691057,0.024428702,0.021415622,0.019713624,0.022597732,0.024088077,0.930235832,0.584581005,0.002326511,0.000416154,0.975390835,33.47706371,0.6,5,1
221,2004,0.178882427,0.005094244,0.001035839,0.341582315,0,0.00393581,0.008324932,0.004598172,0,0.673733973,0.327139608,0,0.000821474,0.001359812,0.000220688,0,0.727785262,0.763208443,0.045464399,0.001507707,0.683522515,77.16442793,0.228571429,1,2
228,1958,0.001120716,0.001881776,0.002261484,0.003384635,0.003468258,0.120234264,0.00984913,1.026515227,0.009355581,4.483331689,0.002216293,0,0.000794776,0.000883501,0.304290716,0.001713821,0.346083081,0.566381129,0.954355896,0.000187346,0.138286466,15.90859675,0.885714286,3,1
229,1997,0,0.098313176,0.406578509,0.033009843,0,0.003082117,0.021986304,0.016229992,0.011093459,0.024429489,0.003024507,0.00017729,0.000246537,0.022373023,0.41108122,0.00178721,0.367742207,0.611653914,0.368402336,0.002046868,0.142451855,27.49894909,0.328571429,1,5
230,1967,0.002210769,0.363659481,0.25423675,0.05639663,0.0012184,0.002261601,0.014306196,1.770977019,0.011370116,0.002915026,0.003094595,0.00109674,0.066830474,0.064063052,0.000438279,0,0.284933813,0.667061963,0.512418347,0,0.376280333,37.39360639,0.757142857,1,6
237,1979,0,0.00187982,0.000552357,0.068298529,0.000244764,0.179291127,0.014402136,0,0.022494002,3.67964533,0.001932282,0.003257493,0,0,0.204836949,0.000535984,0.638180573,0.576651093,0.534658278,0.00208256,0.849497321,44.46548513,0.585714286,1,1
240,1959,0.001380893,0,0.001560433,0.000280755,0.000249461,0,0.010716046,0,0,0.011260378,0.000864595,0.000989268,0,0,0,0,0.002282128,0.000914795,0.000614459,0.00016996,0.001319386,0.103415579,0.531985518,1,5
241,1977,0.003653312,0.005142943,0.005429291,0.000845756,0.000890715,0.004327209,0.045856091,0.020744066,0.004332468,2.440073672,0.005521494,0.002272338,0.000281072,0.002487563,0.00146548,0.455934869,0.675643308,0.59044947,0.123428871,0.789427341,0.82428457,82.60272709,0.614285714,3,0
248,1973,0.001236322,0.001250338,0.388594511,0.361434421,0.003274186,0.000578741,0.000317776,0.022902682,0.020457518,0,0.03721674,0.048429495,0,0.001041793,0.074321105,0,0.310826063,0.56887736,0.753167821,0,0.164182398,24.12560259,0.671428571,6,2
251,2001,0.000760577,0.041926364,0.003020264,0.000141685,0.368925,0.055182491,0,0,0.000564481,3.327922387,0,0.056159966,0.048873286,0,0.04401839,0.000996764,0.470865831,0.805926253,0.006708543,0.000417884,0.575003609,89.20219115,0.271428571,4,1
252,2010,0.021861092,0.001856527,0.003396451,0.051326033,0.044857434,0.000543922,0,0.00809789,0.006802081,3.152387908,0.132389247,0.029356611,0.001051767,0.206332922,0.028435638,0.001027235,0.612613304,0.704015999,0.020982013,0.000921201,0.81545369,77.14716045,0.142857143,1,1
253,2013,0,0.001297529,0.00163954,0.060658883,0.001638818,0.266634505,0.009234598,2.06336987,0.442080428,0.030530249,0.002876981,0.001420165,0.00123903,0.002979652,0.291036703,0.000864655,0.791708584,0.664589492,0.316329099,0.003600588,0.794948709,58.69599693,0.1,3,5
262,1985,0.001232985,0,0.288384737,0.001369423,0.001944989,0.04982136,0.015182266,0.903602067,0.943787968,0.244070091,0.000244796,0,0,0,0.285963451,0.100114703,0.74579465,0.804900516,0.046256443,0.009902435,0.437042317,71.36403751,0.5,4,5
267,2012,0,0.121062105,0.066053085,0.0007704,0.001471129,0,0.011501789,0.004723091,0,1.695687558,0.002066067,0.045630484,0,0.001026813,0.507118995,0.000571227,0.445659505,0.812538366,0.002741762,0,0.498296961,86.94234736,0.114285714,6,5
269,2004,0.004839,0.006313784,0.005887429,0.327680806,0.004543266,0.010813672,0.04661786,0.076658814,0.042453405,0.07731044,0.007950482,0.003042374,0.004645221,0.003540041,0.348991315,0.086195921,0.658102732,0.692293692,0.450770483,0.593294704,0.157818576,63.31655939,0.228571429,3,5
270,1961,0.002072812,0.195063018,0.116851729,0,0.003396704,0.002204132,0.000896656,0.011177071,0.001446962,1.458375938,0.001822411,0.001299277,0,0.001086587,0.411204441,0.052299546,0.374900803,0.720267371,0.775841231,0.00210439,0.528990911,50.61819787,0.842857143,4,5
271,1965,0.003841596,0.005216247,0.005553076,0.306261584,0.002140526,0.002487651,2.347073542,0.05412358,0.047876739,1.142724517,0.004522474,0.104006841,0.00217279,0.004976852,0.001359598,0.064381521,0.681492339,0.769117669,0.829956025,0,0.880280666,61.52892165,0.785714286,3,2
272,1963,0.000656732,0.001995078,0.327963266,0,0,0,0.009851162,3.119862757,0.023069964,0.026228927,0.156618419,0.000568401,0.000681284,0.204913918,0.003942906,0,0.583421133,0.764980303,0.192056544,0.000526218,0.88890765,61.58503668,0.814285714,0,7
281,1994,0.001877079,0.001355914,0.000241009,0.001664173,0.000648146,0.001793622,0,1.668764134,3.622842951,0.02146605,0.267301489,0.002163466,0.001822387,0,0.098253009,0.070838453,0.676839264,0.764753489,0.202600482,0.005560251,0.884823034,67.68276946,0.371428571,1,3
285,1964,0.002096985,0.002387189,0.182646963,0.149447757,0.00322623,0.000243451,4.005020463,1.047168644,0.019089279,0.009609865,0.001023654,0,0,0.001677655,0.001345865,0.039222988,0.527829813,0.605558478,0.755317064,0,0.348504438,28.54453566,0.8,1,4
286,2016,0.003892453,0.182820959,0.072110092,0.092409298,0.001850599,0.028680352,0,2.103341576,3.413551803,0.018471459,0.000223482,0.000105962,0.000252711,0.001930151,0.039868385,0.000448588,0.464006235,0.738213427,0.041894611,0.000339565,0.283087182,74.43093386,0.057142857,1,3
287,1972,0.000869077,0.002101963,0.724904468,0.001855036,0.000180794,0,0.022992683,0.015957562,0.01003153,0.008955953,0,0.166391082,0.000487488,0.001666215,0.055943389,0.020394399,0.39214896,0.419039913,0.956444685,0,0.094813684,10.20189757,0.685714286,4,7
289,1960,0.001157883,0.002200712,0.13690729,0,0,0.002808618,0.54160256,1.590657557,0.007180222,0.359068437,0.001508846,0,0,0.002648896,0.344142127,0.231911154,0.534571494,0.499243185,0.659681031,0.000517593,0.306860311,18.0123513,0.857142857,4,5
292,2008,0,0.327226792,0.10088762,0.019943229,0.009700197,0.002095639,0.318113216,3.92013411,0.152250112,0.036631972,0,0.001213974,0.00018369,0.001162776,0.021981031,0,0.349938412,0.786239722,0.001963769,0.016544238,0.151500255,88.82814979,0.171428571,6,6
296,1996,0.1426868,0.001995644,0.387442074,0.002142413,0.00114119,0.075317544,0.859768813,0.032820202,2.114796569,0.023135207,0.000595155,0.000557939,0.001139415,0.00378066,0.002968402,0.001400906,0.449537212,0.593638351,0.323798458,0.326011007,0.429491579,26.12513745,0.342857143,4,7
298,1963,0.024763459,0.059375816,0.003431323,0.001391983,0.018357551,0,0.010650226,0.017368875,5.232828295,0.313176825,0,0,0.078301289,0.001385691,0.098336712,0.068183847,0.66040912,0.639081339,0.73118666,0.001877297,0.969952599,54.7941263,0.814285714,1,3
300,1999,0.000657904,0.003310802,0.000980434,0.129394221,0,0.003597657,0.00666431,1.150493742,0.010158448,0.017947987,0.001811516,0.002247023,0.002839173,0.001960033,0.538693393,0.00183435,0.436441511,0.632428643,0.23534855,0.00796639,0.530003679,58.14062731,0.3,1,5
304,1974,0.000557003,0.002039427,0.107832569,0.467889478,0.002800897,0.088900817,0.532483419,0.00967551,0,0.000488733,0.0012685,0.111107877,0.03759253,0.000392929,7.66E-05,0.057977478,0.656388936,0.712579415,0.492549255,0,0.460330189,72.83841513,0.657142857,4,2
307,1985,0.001503166,0.372349079,0.197903739,0.001382948,0.001202136,0.002504928,1.385338249,0.038968003,0.013075065,0.011772853,0,8.36E-06,0.117820112,0,0.151629279,0.001604938,0.368284016,0.818068165,0.373536204,0,0.530502114,88.5700654,0.5,0,6
309,1963,0.03861112,0.000939401,0.113676199,0,0.000248041,0.001635058,1.798831608,0.026197512,0.012144604,1.446192583,0.12014531,0.003754851,0.033424575,0.028780469,0,0.28248695,0.595149405,0.624046104,0.848600417,0.916123006,0.916156735,38.1197401,0.814285714,1,0
310,1965,0.003572348,0.002969521,0.35744708,0.001416145,0.002772684,0.005351385,1.18574008,0.057377496,0.014932005,0.025718325,0.129588912,0.137674627,0.047263284,0.147258198,0.002003835,0.001138687,0.518797254,0.624411313,0.713228121,0.000909487,0.412348805,14.78757157,0.785714286,1,7
311,2018,0.001583185,0.145050668,0,0.00080056,0.177584033,0.001329568,0,0.010143213,0.01965155,0.012439299,0,0.001569643,0,0.241823961,0.323822125,0.049587946,0.300842558,0.441874494,0.99693076,0.901032704,0.039946289,9.099345446,0.028571429,3,5
313,1986,0,0.235514153,0.003284649,0.090616852,0.000854847,0.001948481,0.001255224,0.020295279,0,3.986395574,0,0.000924179,0.159702783,0,0.072415381,0.000633999,0.731709532,0.599624035,0.056233317,0.002966545,0.935273238,71.43019078,0.485714286,5,1
318,2009,0.001846742,0.323931694,0.09460763,0.002301046,0.000980409,0.035508559,0.253715122,0.039931798,0.007637684,0.003954808,0.481410276,0.000175778,0,0,0.001643372,0.001897506,0.257265706,0.772911201,0.258947526,0,0.475041519,87.08866294,0.157142857,3,6
321,1992,0.000344118,0.001331225,0.296594199,0.112727392,0.002144061,0.001719364,0.018200497,0.026494085,0,0.008631793,0,0.002392897,0.001288193,0.000767503,0.320622646,8.88E-05,0.586516189,0.620236744,0.013413224,0.002212194,0.520776348,66.18152706,0.4,4,5
324,2009,0,0.003752647,0.038020365,0.325176351,0.001848256,0.002384443,0.010415817,0,0.758930864,0.003261115,0.057395523,0.040348716,0.000459128,8.63E-05,0.000320175,0.221886119,0.742099812,0.761711768,0.094615293,0,0.578479829,73.50778272,0.157142857,4,2
331,2003,0.002590065,0.003824553,0.002377051,0.003300289,0.002515095,0.059682922,0.02625704,0.037455387,5.779040213,0.029625785,0.247667873,0.000735733,0.002868821,0.002663631,0.000150981,0.002822346,0.627446071,0.788836449,0.012597545,0.000786743,0.660578362,88.78366824,0.242857143,6,3
337,2008,0.00369196,0.552661728,0.077653818,0,0.031402225,0.000657475,0.015761696,0,0.019145483,0.386383861,0.002139178,0.161301313,0.068391067,0,0.036949954,2.12E-05,0.519017584,0.698405078,0.319456248,0.000460763,0.646728888,40.58878008,0.171428571,0,6
339,2001,0.011376081,0.002473137,0.002296574,0.039054313,0.000725497,0.00119844,0.004811329,0.747030917,4.09885852,0.696127097,0.114894001,0.079822263,0,0,0.068976518,0.000204896,0.904368879,0.734522916,0.266956231,0,0.531981914,74.96888773,0.271428571,4,3
345,1971,0.999783759,1,1,1,0.998386431,0.999961262,10,10,9.987338324,10,0.999948324,1,0.998384569,0.997659632,0.999601141,0.999882362,0.999890798,0.999598844,1,0.998060605,0.996680838,100,0.721388385,4,5
349,1967,0.003105545,0.000679092,0.542302008,0.002642597,0.002470839,0.003104456,0.019136779,3.031972099,0.027218096,0.014165681,0.004453515,9.66E-05,0.00193592,0.001345874,0.096294018,0.03087945,0.287057859,0.673975317,0.934925578,0,0.149903437,27.66889404,0.757142857,4,7
352,1965,0.003875703,0.175303488,0.396366976,0.002387635,0.003587772,0.065549536,0.02549139,0.046167356,0.024693582,0.02628811,0.004758452,0.001660272,0.001031601,0.001830107,0.280153345,0.001411296,0.490101545,0.646600958,0.871670426,0.000379357,0.255157703,16.38915177,0.785714286,1,7
