id,release_date,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,age,genre,topic
13,2001,0.000708992,0.002639969,0.003483847,0.111792264,,0.002302857,4.16857951,0.000375873,0.024447011,0.026719291,0.00279543,0.216232213,0.001597587,,0.000544189,0.097797333,0.485300975,0.520783926,0.933065722,0.001098019,0.138168198,13.87963885,0.271428571,3,4
14,1991,,0.00283827,0.229967059,0.001919981,0.00055692,0.002096501,0.039299653,0.015570969,0.020908853,4.008860822,0.003468308,0.00133529,0.00109297,0.089136763,0.248780081,0.000626279,0.147410544,0.45262751,0.871154573,0.001291452,0.082842315,13.70312179,0.414285714,3,
15,1974,0.002231382,0.213367961,0.613945681,0.003765671,0.002120402,0.001649542,0.019576923,0.028523399,,0.028477646,0.003130679,0.13108334,0.003500938,0.002470502,0.002565117,0.001177068,0.807459044,0.432078923,0.933176118,0.235332462,0.382272036,13.11921789,0.657142857,0,7
16,2017,,0.003010018,0.037824203,,0.022761655,0.000579726,0.31795066,0.718493537,,0.358515698,0.135398111,0.001626187,0,2.01E-05,0.000666468,0.021163569,0.918777078,0.773244267,0.115186834,0.001207379,0.063517942,40.37560153,0.042857143,2,3
17,2002,0.000800976,0.000122102,0,0,0.000699276,0.002979432,1.089503656,1.172284358,0.00182482,2.27165814,0.002023309,0,0.000288636,0.000971582,0.357303835,0.041764624,0.753816064,0.597117683,0.489609955,0,0.818349192,36.45120602,0.257142857,0,5
18,1993,,0.874540282,0.001548449,,0.001632521,0.064864918,0.014176553,0.019551943,0.006245093,0.03507391,0.001091912,0,0.000117704,0,0.00114897,0.000297729,0.679079598,0.551956526,0.044474381,0.03211672,0.482755305,63.56559625,0.385714286,4,6
19,1979,0.050272228,0,0,0.018817717,0.002004871,0,0.215193912,0.004772441,0,0.008836459,0.001971924,0.130651314,0,0.060981042,0.379588967,0.013456218,0.195336071,0.802180277,0.007767622,0.019572908,0.372391472,86.23142319,0.585714286,6,5
20,1980,0.001636761,0.08640956,0,0.002124355,0.001752013,0.003075419,0.837329057,3.076682866,0.005134305,0.524657168,0,0.00064881,0.019042548,0.00011728,0.355911242,0.041529077,0.439545975,0.751207147,0.563483275,0,,77.69024159,0.571428571,4,5
21,2015,0.00258937,0.001620461,0.271435393,0.046185021,0,0.00105055,0.031612883,1.443271608,0.012640736,0.011966165,0.001253444,,0.000346778,0.162953406,0.324967177,0.002435507,0.686341548,0.791423078,0.073499579,0.22367286,0.743430921,77.37703196,0.071428571,6,5
22,1992,0.002325122,0.001777436,0.040453476,0.001135221,0.000795828,0.001462883,0.240941797,2.397803519,1.797508335,0.034347134,0.00104188,0.001910704,0.001320803,0.033590912,0.348374728,0.076038331,0.576054523,0.769743388,0.212438795,0,0.586009461,82.58954802,0.4,4,5
23,2008,0.000188382,0.384876701,0.000971052,0.000475851,3.49E-05,0.002969496,,1.056068683,1.177618817,0.027058815,0.00204225,0.072583435,0.165371732,0,0.003092215,0.042669444,0.86638385,0.728576132,0.058581802,0.000280111,0.639196508,54.12008597,0.171428571,5,6
24,1971,0.170933583,0.002254714,0.005506636,0.227042316,0.001683445,0.000559424,0.043907757,0.052555716,0.022141997,4.07243588,0.003277429,0.116210361,0.003085665,0.001554752,0.001635412,0.001776659,0.509581148,0.568122054,0.982699319,0.058311465,0.30889364,11.82069036,0.7,1,1
25,1981,0.021053097,0.003252755,0.120581072,0.158905894,0.155399102,0.002333927,0.026193594,0.032014672,0.01400451,0.042149955,0.00173336,0.109121222,0.00157679,0.002317433,0.285732123,0.001240681,0.426557682,0.769319431,0,0.000757986,0.624774597,90.39983261,0.557142857,6,5
26,1997,2.13E-05,,0.148930264,0.349525562,0.00252367,0.122496458,0.009286111,0,0.007951191,0.435742479,0.237666156,0.002014166,0.000382693,0.049250916,0.000264077,0.000783296,0.568919406,0.75396131,0.211314294,0,0.77705733,75.58735015,0.328571429,1,2
27,2018,8.79E-05,0.001135102,0.001733427,0.376554303,0.014062213,0,0.004349015,0.005703814,0,1.84759651,0.001400531,0.000739888,0.05071469,0.101242114,0.000945138,,0.878261505,0.784809191,0.019955042,0.110312896,0.62227694,78.2925485,0.028571429,3,2
28,2011,0,0.367031666,,0.000670086,0.084583019,0.059308429,0,1.926665088,0,,0.093207939,0.000446329,0,0.001601673,0.000442761,0.001887518,0.731920768,0.755308983,0.015282501,0.000642227,0.532331635,63.35155889,0.128571429,5,6
29,,0.070068679,0.004325174,0.001327444,0.12881727,0.01674277,0.044391224,0.02328067,1.108300077,0,0.01708938,0.178535048,0.022699358,0,0.044056125,0.297680455,0.036385678,0.534660478,0.724160713,,0,0.267665266,67.02134919,0.257142857,1,5
30,1978,0.000976126,0.436977598,0.002282901,8.85E-05,0,0.001978986,0.007710374,3.863001851,0.008290673,0.020890853,0.001101615,0.004875388,0.073173488,0.00309389,0.091825904,0.001249752,0.557399548,0.698674098,0.446684057,9.49E-05,0.696715888,62.0966433,0.6,4,6
31,2015,0.014200127,0,0.003745083,0.001896277,0.010323641,0.042573228,0.339365541,3.802381292,3.649415602,0.004811322,0.088804934,,0.001318282,,0,0,0.520557565,0.834334739,0.388260009,0.000640431,0.693475286,75.36463145,0.071428571,5,3
32,1981,0.000356492,0.064946152,6.62E-05,0,0.389024998,0.002188944,0.157562897,0.002954692,0.004227837,0.030753894,0,0.020363538,0.001054148,0.050557781,0.001534663,0.401395548,,0.652200258,0.174133919,0.236757727,0.260945978,43.59074579,0.557142857,1,0
33,2011,0.001313703,0.108796824,,0.001240794,0.002892958,0.106868597,0.019747801,0.642004142,0,0.009933415,0.00211877,0.106332558,0.001016005,0.00015194,0.503502547,0.035436083,0.463945592,0.805803205,0.004188983,0.001979419,0.311867045,92.94940719,0.128571429,6,5
34,1998,0,0.027784819,,0.001012206,,0,,0.008821205,0.024911696,3.329684899,0.490741538,0,0.057315662,,0,0.000303006,0.443912945,0.79122907,0.024820153,,0.461370349,98.85105037,0.314285714,0,1
35,2015,0.000138564,0.003303462,0.000421629,0.042578977,0.014482627,0.000333158,0.017783639,0.745872455,7.323050555,0.013592631,0.000369672,0.02761968,0.000695233,4.86E-06,0,0.018698569,0.805409413,0.798462652,0.045505829,0.001304604,0.338134258,80.72886633,0.071428571,4,3
36,2001,0.000526114,0.383557516,0.085691866,0.146108184,0.002890385,0.002421691,0.010541644,0.004697673,0.023329776,,0.000936649,0.21439011,0,0.002288602,0.000665442,9.00E-05,0.503998154,0.835396113,0.001447396,0.000477956,0.386012704,98.68723884,0.271428571,6,6
37,,0,0.517524508,0.000669719,0,1.20E-05,0.001959826,0.018455641,0.823366144,0,0.017299752,0,0,0.000581555,0.000506809,0.000717207,0.057328698,0.391454028,0.373976648,0.643717742,0.000275568,0.713867979,,0.542857143,4,6
38,2017,0,0,0,0,0.000148679,0.002834597,0.01639426,0.001130179,0.003573601,0,0.00094299,0.002038509,0,0.000445464,0.002126816,0.001049167,0.00116499,0.001241713,0.000513931,0.001223369,0,0,0.869422679,4,4
39,1991,0.028173585,0.301028806,0.003471005,0.03039438,0.019580521,0,0.003628833,1.209880692,0.901389298,0,0,0,0.019277141,0.00126202,0.315943175,0.020801661,0.306958928,0.702714209,0.069599491,0.00046249,0.526147511,59.65372369,0.414285714,0,5
40,1966,0.085473466,0.000775406,0.283381723,0.484796068,0.007770214,0.015819534,0.175323967,0.002268953,0.01089314,0.26153838,0.002412452,0.02995667,0,0.000611016,0.017855912,0,0.428620072,0.680618231,0.019031573,0.463170247,0.276913542,64.86764276,0.771428571,6,2
41,1982,0.045369326,0.002467343,0.002754831,0.000500774,0.439833283,0,0,0.003457424,3.309831838,0.042248562,0.002264895,0.070502813,0.00129905,0,0.002565171,0.002457651,0.596261273,0.577939104,0.770776896,0,0.321513651,37.84523257,0.542857143,3,3
42,1964,0.000699739,0.405583271,0.097778099,0.000303935,0.002528522,0.001611842,0.011348493,0.026331778,0.016189521,2.106682332,0.003176272,0.001117653,0.00115932,0.00125428,9.37E-05,,0.67397306,0.525393859,0.225914891,0.000598935,0.504285214,23.84988139,0.8,1,6
43,1987,0.001328009,0.516058492,0.190878185,0.000762685,0.001100279,0.005650804,0.026451828,2.533514409,0.016190561,0.019023783,0.002052012,0.002139409,0.035847011,0.001768431,0.000748333,0.001742967,0.287310135,0.600888602,0.00466247,0.785105605,0.571887908,78.16203099,,6,6
44,2006,0.002796888,0.049390002,0.005227606,0.00111575,0.001725008,0.042252541,0.003452971,1.238280267,0.464849237,0.474145557,,0.000858197,0.001138125,0.000556158,0.566908749,0.003190891,0.397578987,,0,0,0.36149836,96.83380326,0.2,4,5
45,1999,0.000121959,5.92E-05,0.174150656,,0.000911798,0.002082886,0.006120981,1.31302474,,0.031236356,0.002948528,0.000838768,,0.029807376,0.184601727,0.000797359,0.395053736,0.702536528,0.002601441,0.003561545,0.552771079,,0.3,0,2
46,1990,0,,0.47509907,0.001760185,0.023296827,0.084521779,0.693063044,1.280469129,0.266344584,0.520383671,0.001761879,0.001068255,0.094240828,0,,0.002098026,,0.590723563,0.39298933,0,0.921390449,51.97479421,0.428571429,1,7
47,2000,0.000140606,0.000445783,0.42917005,0.000419233,0.001526447,0.032171494,0.184786436,0.001314565,0,1.422419781,0.137586656,0.07190001,0.001628074,,0,0.058112155,0.852992843,0.75688103,0.136632316,0.002576274,0.975414431,68.69460293,0.285714286,5,7
48,1977,0.002575015,0.063962806,0.002216013,0.002390633,0.020221358,0.000193254,0.019193704,2.358397623,0.016925556,0.004578126,0,0.00339425,0.001511691,0.000348942,0.655753262,0,0.630861616,0.730536226,0.01449737,0,0.744716272,50.14355694,0.614285714,5,5
49,1986,0,0.422737054,0.002627393,0.000842389,0,0.000665881,2.096769337,0,0.012479178,0.001899142,0.049813915,0.085679677,0.040581273,0.002090855,0.001248391,2.44E-05,0.725574157,0.580823928,0.108769229,0,0.967493998,33.88588886,0.485714286,1,
50,1986,0.042325047,0.000290307,0.565883568,0.001188536,0,0.002052517,0.85602804,0.011011865,0,0.613492505,0.00182249,0,0,0.025406061,0.112276559,0,0.693363471,0.656358886,,0,,45.94848801,0.485714286,6,7
51,2001,0.041729553,,,0.039562285,0.000207643,0.002703578,0.017979321,0.019923108,0.731300037,0,0.002530113,0.00166781,0,0.000583201,0.07901823,0.000336963,0.342498703,0.801079484,0.012300783,0.001431168,0.215751918,68.06659182,0.271428571,0,7
52,1967,0.001011036,0.002652166,0.255793325,0.000483372,0.001809512,0.002568822,0.347014362,1.343706963,0.002511135,0.684274835,0.000529918,0.00174169,0.028302308,0,0.459569291,0.00126766,0.43958402,0.734058884,0.520899987,0,0.686798691,47.95034647,0.757142857,1,5
53,1984,0.00165245,0.002322709,0.001733857,0.043661755,0.041449165,0,0.015809421,0.004142533,0.011721546,0.564629152,0.000921675,0.103288497,0.00186834,0.000198045,0.463685632,0,0.712026655,0.604629691,,0,0.415547089,41.44695606,0.514285714,4,5
54,1997,0.001332749,0.213487592,0.001639013,0.198045073,0.013148306,0.000209571,0.001508454,0.016150199,0,0.024631002,0.000120336,0.001030632,0.001271471,0.000775776,0.503239734,0.000217296,0.626909415,0.739236387,0.447292547,0.017865039,0.252687322,46.94251019,0.328571429,4,
55,1976,0,0.001134739,0.001408071,0.214456156,0.002225156,0.003981876,0,0.011672661,0.017415977,3.611051205,0.06278006,0.0024124,0.059594224,0,0.124736073,0.001262049,0.597781056,0.687190396,0.253418408,0.002515356,0.618260206,72.09207395,0.628571429,4,1
56,1995,0,0,0.256951263,0.00197537,0.00174453,0.004351937,3.808823095,0.012698412,0.010320316,0.03318281,0.247730555,0.084123065,0.000697889,,0.001319327,0.002322479,0.45610271,0.510674223,0.699421391,0.059813358,0.177916841,10.54967421,0.357142857,1,4
57,1990,0.000511578,0.385875112,0.00271942,0.001793198,0.001427577,0.003315105,0.006189807,0.008754394,0.000193944,0.024963743,0.485664581,0.001717261,0.003624777,0.00073788,,0.001156945,0.58135173,0.639849038,0.258075263,0,0.745671794,64.05081556,0.428571429,1,6
58,1957,,0.002062592,0.000325847,0.002395204,0.003548958,0.003498911,0.431099249,1.596599143,0.01579325,0.033775241,0.004536663,0.002433407,0.000772501,0.247655089,0.442609501,0.039234211,0.270725584,0.516349169,0.938854894,0.49939504,0.257330688,21.84090802,0.9,4,5
59,1992,0.000292626,0,0.155541949,0,0.040926107,0.034254771,3.121672099,3.486362715,0.014614271,0.037291166,0.092342724,,,0.000982134,0.002507615,0,0.779142064,0.664559287,0.198007074,0,,77.67405681,0.4,1,4
60,1962,0,0,0.002949979,0.003242702,0.004420034,0.251115868,,0.753438729,0.037540683,3.737867936,0.003562697,0.001397301,0.002027756,0,0.161049796,0.000262307,0.756616382,0.622933466,0.677387253,0.003960033,0.773390618,39.0189877,0.828571429,3,
61,2003,0.000740014,0.147871815,0,0.000380767,0.001065108,0.003014593,0.844424847,4.001564774,0.447866221,3.246456848,0,0.000705644,0.001024851,0.001435878,0.000817252,0.000508868,0.630012505,0.663549812,0.147715673,0.000862217,0.504975008,60.70045996,0.242857143,4,1
62,2015,0.00173709,0.000876914,0.054712106,0.323112562,0.002913851,0.000721717,0.010755684,0.04368112,0.003025443,0.044563556,0.17588239,0.003256136,0.042789983,0.002484107,0.049078991,0.282226327,0.699826956,,0.11500279,0.000514995,0.841206595,56.24000565,0.071428571,5,2
63,,0.002882141,0.007317602,0.006290254,0.004682402,0.005597661,0.009720814,0.046507015,5.318047038,0.035084216,3.399083382,0.006625708,0.004220901,0.001746243,0.060634108,0.002763257,0.00406588,,,0.649006896,0,0.816817801,31.25312162,0.914285714,0,1
64,,,0,0.558473797,0,0.001591756,0,0.022384587,0.026260765,0.010091515,0.79638289,0.223071573,0.002642313,0.070071226,0.002666148,0.001296726,0.001473414,0.768566984,0.610618071,0.540368323,0.000577933,0.775153811,,0.185714286,3,7
65,1999,0.000944434,0.111405071,0.001687451,0.160802864,0,0.041900094,0.3949023,0.009081513,0.002760018,0,0,0,0.002061018,0.028421303,0.295778794,0.000840966,0.484177476,0.778856552,0.040635316,0.889297298,0.783177927,69.77231296,0.3,0,5
66,1956,,0.000961143,9.54E-05,0.318584781,0.000986098,0.031384949,0.427609359,0.014486319,0.025830183,0.030961295,0.001728859,0.001226951,0,0.147373418,0.000450869,0.022032116,0.692601328,0.575755174,0.45177059,0.000264754,0.812405898,20.24239185,0.914285714,0,2
67,1975,0.003493097,0.332830061,,0.004469978,0.004225492,0.084949507,0.032787979,0.036733355,0.030678199,0.011019336,0.003354207,,,0.00179453,0.197858558,0.004676828,0.620453126,0.686760764,0.902094227,0.001846284,0.709436718,36.36687555,0.642857143,1,6
68,1982,0.001663733,0.035099787,0.172724696,0.001123894,0.000659331,0.038419152,0.358939064,0.020110108,0.020098231,0.325616559,,0.036966952,0,0.000894015,0.560610286,0,0.432114594,0.575198662,0.924722596,0.893845419,0.403982938,30.80798265,0.542857143,3,5
69,1970,0.004203748,0.006650408,0.795781455,0.002937667,0.003859695,0.004066169,1.309613077,0.046511566,0.041550268,0.053897743,0.002357392,0.00401246,0.00365006,0.004520528,0.001278277,,0.610009892,0.634300919,0.94956877,0.317805928,0.106588848,36.39713096,0.714285714,6,7
70,2007,0.001051826,0.180341431,0.001457185,0.473533899,0.19841713,0.002705389,0.007668783,0,0.001988861,,0.001184502,0,,0.001252795,0.000810145,,0.540433387,0.842315574,0.000254517,0,0.560884836,78.07650993,0.185714286,6,2
71,1957,0.001623221,0.079719619,0.495100904,0,0.001501029,0.000740538,0.001062887,1.917944902,0.018456511,0.020694347,0.001363349,0.106316495,0.000826344,0.001376324,0.061977445,0.053841101,0.104351309,0.675692052,0.786184157,0,0.154705774,37.8767553,0.9,4,7
72,1974,0.000127412,0.113673389,0.486753062,0.001655028,0.001299879,,0.014942165,0.049696558,0.013222512,0.554203655,0.004520171,0.05021035,0,0.001157058,0,0.000104975,0.681475095,0.621209265,0.154948833,0.022155006,0.92709545,78.14549806,0.657142857,3,7
73,1975,0.004038603,0.004212396,0.004879772,0.003223228,0.001735528,0.002071903,1.471561036,0.015727483,0.02104465,0.017532937,0.00355327,0.000940074,0.001481858,0.002196757,0.781554372,0.002136246,0.49978518,0.604661376,0.865761707,0.019544401,0.227474772,29.18736459,0.642857143,1,5
74,1993,0.046471619,0.001764835,0,0.320179008,0.067181742,0.001560324,0.159419993,2.166413282,0,1.952110094,0,0,0,0.026195285,0.000665655,0.002024682,0.67638456,0.729985166,0.174952884,0.282258376,,82.12029682,0.385714286,3,2
75,1962,0.002154688,,0.004401192,0.003143287,0.002222472,0,0.000898956,0.007272808,0.01599544,8.841841,0.002789558,0.000976991,0.00164942,0.001301153,0.073815749,0.003347395,0.277430485,0.640671127,0.772023431,0.003440023,0.573739957,36.32596721,0.828571429,3,1
76,1978,4.89E-05,0.005324385,0.002123723,0.130482799,0.001658853,0.002438959,0.016452124,0.033686571,4.110182961,0,0.284992894,0.002431695,0.000812158,0.041110657,0.001156129,0.045928802,0.574356366,,,0.015613499,0.507188898,47.77316117,0.6,4,3
77,1993,0,0,0.00144649,0,,0.002448518,0,0.005562207,0.00065066,0.020280895,0,0.000531277,0.000706944,0,0.000230204,0.002424185,0,0.002738843,0.003991439,0,6.33E-05,0.34244487,0.648754261,0,7
78,1969,0.983000188,0.924442506,0.944842126,0.930085866,0.940077369,0.9744682,9.41193984,,9.459457572,9.17748956,0.913365781,0.980291918,0.967077474,0.901154573,0.97565134,0.969203504,0.970752168,,0.951698967,0.985915479,0.903878171,94.59969001,,1,7
79,1963,0.056653469,0.001675599,0.002211242,0.002643639,0.000398358,0.004907672,0.015235197,3.933518281,0.4686068,0,0.002823359,0.000674544,0.047082332,0.001151211,0.303017411,0.003471154,0.47369524,0.783800933,0.548073422,8.78E-05,0.809551363,70.28258417,0.814285714,4,5
80,2013,0.012849236,0.249605027,0.054307835,0,0.001699958,0.067056105,0.013433546,0,4.731198725,0.230338974,0.001342819,0.026428141,0.010937326,0.056863886,0.002298736,0,0.641258921,0.641230504,0.604485832,0.003443806,0.493447803,49.44070654,0.1,4,3
81,2016,0.001399608,0.061864595,0.380524748,0.086152294,0.00024547,0.000982785,0.011113926,0.004387562,0.005503387,0.023746455,0.20185264,,0,0,0.000754585,0.000518899,0.54594498,0.77560691,0.005142989,0,0.173460016,69.54164707,0.057142857,4,7
82,1963,0.003588184,0.006405055,0.006136612,0.003275626,0.000890587,0.006092067,3.350330663,3.179889238,0.046686789,0.022604238,0.008039007,0.265571493,0.005000283,0.003954104,0.002887167,0.00212113,0.523584933,0.661463759,0.828189831,0,0.387415369,46.89984442,0.814285714,4,
83,1979,0.057510214,0.713956989,0.151001629,0.002536598,0.025786203,0.001450589,0.016295186,0,0,0,0.01890962,0,0,,0.001130414,,0.681823035,0.614540439,0.061194556,,0.921535434,67.65228462,0.585714286,0,6
84,2005,,0.510083664,0.00029015,0.000500852,0,0.000928544,0.248528054,0.010991987,0.007776225,0,0,0.000698684,0.000176481,0,0.252278332,0.001039308,0.645910814,0.802638486,0.001730553,0.001095489,0.634372015,69.63170546,0.214285714,4,6
85,2017,0.000276557,0.001372026,0.00068828,0.000381855,,0,0.020832083,3.296156708,4.626749916,0.172251068,0,0.00065792,0,0.001751549,0.039055798,0.001880417,0.50910923,0.799470307,0.22142882,0.000271148,0.638140862,78.95536549,0.042857143,2,3
86,1998,0.001223891,0.060032966,0.096146036,0.049920077,0.036186127,0.087421761,0.002210386,0.803758836,0.009347694,0.011340383,0,0.063512728,0,0.038249934,0.346680675,0.109324772,0.565795792,0.788865535,0.073364537,0.000781181,0.586022986,88.22832806,0.314285714,4,5
87,1981,0.001001957,0.486778737,0.115459408,0.00308191,0.037610522,0.003370693,0.014388056,0.040649647,0,,0.002717501,0.065300409,0.003359283,0.001462004,0.000984932,0.002032675,0.336259368,,0.00342911,0.108850569,0.243341819,88.63529971,0.557142857,6,6
88,1992,0.000652894,0.00121725,0.134444766,0,,0.00382161,0.024083365,2.531767831,4.111958992,0.004523357,0.000755563,0.000451807,0.002541511,0.075596596,0.000991211,0.085117374,0.454294019,0.448204815,,0.000643041,0.72789827,40.81808337,0.4,3,3
89,1982,0.003548032,0.354096402,0.234421683,0.02944071,0.003106841,0.002757237,0,0.015435778,0.009000735,0.036341504,0.001442351,0.001351045,0,0.003291688,0.312070042,0.002352424,0.778371322,0.26441073,0.10462271,0.727198754,0.589637638,7.293399912,0.542857143,5,6
90,1997,0,0.077233579,0,0,0.000671127,0.001705234,0.006157391,1.334929342,5.610588907,0.008590746,0.169040356,0.001400053,0,0.000535768,0.001569634,0.013919694,0.720966953,0.826432861,0.00952527,0,0.418642318,71.82908836,0.328571429,6,3
91,1988,0.000764855,,0.000674853,0.001619039,0.001753437,0,0.016770486,0.024620365,0.013213525,0.566607583,0,0.138857424,0.044286581,0,0.238644816,0.0006102,0.416658703,0.551629201,0.40004223,0.002151312,0.435938076,26.10669945,0.457142857,1,6
92,1996,0.002777099,0.263473011,0.071401916,0.002123226,0,0.001871872,0.003971751,0,0,3.242464543,0.002421661,,0.000296534,0.039580314,0.119073004,0.000692742,,0.495144421,0.906517018,0.032666544,0.126022001,17.52448968,0.342857143,4,1
93,1975,0.000619391,0.001840263,,0.127916446,0.017432134,0.001859472,3.06853836,1.259220883,0.005044855,1.342288256,0.000565224,0,0.067540915,0.079775396,0.000813541,0.037514854,0.383530267,0.663819251,0.192149363,0,0.408863577,46.98185626,0.642857143,0,4
94,1985,0.002427217,0.335916412,0.08012523,0.034564857,0.000598267,,0.008293381,0,1.570473751,0.032054044,0.003026014,0.232674005,0.00118982,0,0.0011239,0,0.783862838,0.525428092,0.062513697,0.00032587,0.96293357,55.46469808,0.5,1,6
95,2017,0.001709507,,0.002777683,0.060894376,0.001242557,0.076049088,2.715057942,0.039028442,0.028334918,2.277238415,0.005112458,0.000172074,0.001377591,0.002623533,0,0.002158596,0.402417288,0.506789186,0.969894067,0.001343002,0.067226319,6.294973499,0.042857143,3,6
96,1984,0,0.000182491,0,0.21583839,0.000764317,0.004186545,0.001000337,0.713774674,0,0.004789157,0,0,0.000914151,0.001615414,0.506243874,0.001092845,0.579862181,0.660314149,0.017753065,0.000108287,0.604971641,57.80402779,0.514285714,1,5
97,1973,0.001056913,0.382663633,0,0,0.01702471,0.001834093,0.001745326,0.019021151,3.726100407,0.012879415,0.001103572,0.001875031,0.019726717,0.107634048,0,0,0.46548431,0.648962496,0.285352524,0.002028811,0.81429882,52.84902285,0.671428571,0,3
98,1986,0.001667155,0.001861563,0.295969614,0.002418511,0,0.003206917,0.318335748,0.027506484,,0.603451405,0.038955685,0,0,0.002581742,0.536072919,0.018877586,0.408176012,0.667924498,0.652814891,0.002183598,0.130601689,49.45105125,,1,5
99,2017,0.001603028,,0.186740431,0.002197699,0.00121768,0.002009738,0.012487646,0.032453264,2.836417468,0.037705791,0.301913257,0.000170395,0.002724823,0,,0,0.932874946,0.776017013,0.32493346,0.001681907,,66.35731189,0.042857143,4,3
100,2008,0.002614012,0.189978233,0.087597826,0,,0.072408826,0,0.000297292,0.1636504,0.767391319,0.001878101,0.02667325,0.069871088,0.000931426,0.352797524,0.011134812,0.366321568,0.772159545,0.001066577,0.03545259,0.225584351,54.77146086,0.171428571,0,5
101,1968,0.000704124,0.000980811,0.002619917,0.001685595,0.001109366,0.001824483,4.631645487,4.899160555,0.020976568,0.008413912,0.00204025,0.00300916,0.002121146,0.002075893,0.004043454,0.003314772,0.34216741,0.692878893,0.263578683,0.001576645,0.834299287,57.30685331,0.742857143,4,4
102,,0.018315961,0.031700916,0.003870812,0.001294894,0.084626767,0,0,0.022776135,0.015659462,0.005431066,0.001733256,0.000985626,,0,0.685165381,0.000439027,0.66248321,0.800580802,0.000913867,0.003160775,0.609152276,89.15486283,0.142857143,4,5
103,1999,0,0.371727546,0.120789692,0.001950117,0,0.003491427,0.013473645,0.019524587,0.015313665,0,0.078032655,0.115748776,0.023354883,0.001095682,0.270841436,0.000354781,,0.755189781,0.006100663,0.001224791,0.598721663,86.82362289,0.3,6,6
